budget,popularity,revenue,runtime,vote_average,vote_count,title,id,cluster,distance
0,9.259371,0.0,101.0,7.8,453.0,Hunt for the Wilderpeople,371645,0,0.4921
11000000,12.948669,0.0,90.0,5.8,104.0,Forsaken,354110,3,0.3705
0,2.607215,0.0,42.0,7.1,64.0,Rabbits,44351,0,0.4537
0,3.944932,0.0,87.0,4.4,31.0,The Frankenstein Theory,169865,1,0.5951
0,4.174653,0.0,80.0,3.8,60.0,Hellions,241927,1,0.742
2300000,1.970054,11100000.0,155.0,6.7,37.0,Jaane Tu... Ya Jaane Na,14467,0,0.4045
10000000,2.532958,20000000.0,142.0,6.4,42.0,Dostana,14071,3,0.3658
5990000,8.615159,19450000.0,145.0,6.7,33.0,Eega,148265,3,0.3853
0,3.843861,0.0,86.0,6.8,97.0,4th Man Out,342672,0,0.4042
0,6.558944,0.0,100.0,4.7,83.0,Dad's Army,332721,1,0.5302
9370000,4.810413,0.0,130.0,5.9,49.0,Dabangg,44425,3,0.3746
0,6.556092,0.0,96.0,6.8,31.0,Spike Island,141679,0,0.4052
0,4.452672,0.0,85.0,5.5,57.0,Open Season: Scared Silly,382517,1,0.4289
0,2.54364,1137421.0,111.0,5.9,36.0,Ma Ma,280840,3,0.4001
0,2.196257,0.0,149.0,6.4,46.0,2 States,259720,3,0.4018
10000000,6.818031,0.0,163.0,7.3,119.0,Palm Trees in the Snow,274109,0,0.4303
4500000,4.941645,0.0,106.0,5.3,126.0,Spanish Affair 2,348537,1,0.4271
7500000,7.169599,0.0,96.0,5.5,50.0,The Shamer's Daughter,305638,1,0.4039
0,1.000408,0.0,8.0,7.4,45.0,Father and Daughter,48617,0,0.5241
0,10.200553,1986615.0,94.0,7.4,173.0,Remember,302528,0,0.449
60720000,5.296052,553810228.0,93.0,6.2,76.0,The Mermaid,381890,2,0.4012
0,5.238281,0.0,168.0,7.9,91.0,And Then There Were None,371758,0,0.551
0,2.045505,0.0,84.0,7.5,31.0,Merci patron !,383809,0,0.4751
0,4.258331,0.0,93.0,3.8,159.0,All Ladies Do It,37265,1,0.7322
0,5.543789,0.0,82.0,5.4,194.0,Emelie,329010,1,0.4309
0,3.708558,0.0,127.0,5.9,45.0,Belgica,330697,3,0.4015
1150118,6.235767,0.0,77.0,6.9,35.0,Girl Asleep,364540,0,0.413
7000000,13.410522,1333124.0,117.0,6.4,926.0,The Neon Demon,301365,3,0.3328
0,3.191394,0.0,81.0,6.4,47.0,Evolution,330770,3,0.396
0,2.710586,0.0,135.0,6.5,37.0,Sunset Song,277713,3,0.3978
1900000,10.649494,0.0,112.0,7.5,575.0,They Call Me Jeeg Robot,364433,0,0.436
0,4.387615,0.0,86.0,4.2,38.0,Hot Bot,385317,1,0.6392
0,5.966121,1055287.0,87.0,6.0,146.0,Elvis & Nixon,301348,3,0.3916
13000000,2.337434,22000000.0,170.0,6.7,43.0,Dil Dhadakne Do,338065,0,0.3835
13000000,10.564701,18704595.0,102.0,7.2,532.0,Eye in the Sky,333352,0,0.3693
0,2.769526,0.0,89.0,6.1,41.0,Ava's Possessions,323665,3,0.3958
2000000,2.281582,0.0,81.0,5.0,33.0,Rogue River,79550,1,0.4845
1000000,14.992311,14444999.0,95.0,6.5,156.0,"Hello, My Name Is Doris",320588,3,0.3796
8000000,7.317816,34694.0,95.0,6.3,395.0,Mr. Right,333385,3,0.3482
0,6.727871,0.0,90.0,5.7,131.0,Backtrack,332704,3,0.4068
500000,5.78016,0.0,80.0,5.1,102.0,Ratter,320048,1,0.4704
0,3.64791,0.0,90.0,5.8,69.0,Pee-wee's Big Holiday,347689,3,0.4052
16000000,7.528099,73883359.0,117.0,6.8,191.0,Miracles from Heaven,339984,0,0.3399
0,5.025097,0.0,101.0,6.3,52.0,The Confirmation,347881,3,0.39
0,5.841,0.0,84.0,6.7,153.0,Under the Shadow,375012,3,0.396
29000000,10.829116,48902953.0,110.0,6.7,409.0,Florence Foster Jenkins,315664,3,0.3049
5300000,4.199624,0.0,91.0,7.1,84.0,One Man and his Cow,377799,0,0.4089
0,4.165542,39687.0,100.0,5.6,62.0,Disorder,329815,3,0.4171
18000000,6.344961,88923251.0,94.0,5.6,328.0,My Big Fat Greek Wedding 2,302688,3,0.342
0,4.470369,830129.0,97.0,6.7,58.0,Born to Be Blue,327528,3,0.3988
13000000,4.654312,1646788.0,123.0,5.9,48.0,I Saw the Light,297806,3,0.3639
8000000,5.826914,0.0,93.0,5.2,217.0,Get a Job,186759,1,0.4252
0,2.673646,0.0,85.0,5.7,35.0,What We Become,356326,3,0.4152
15000000,7.942084,20566327.0,94.0,6.0,434.0,Keanu,342521,3,0.3305
1300000,2.159038,101657.0,92.0,6.1,31.0,The Lure,375742,3,0.3918
700000,6.021721,200242.0,88.0,5.5,109.0,White Girl,336011,1,0.4221
5000000,7.550395,0.0,88.0,4.7,107.0,Yoga Hosers,290825,1,0.5157
0,3.21968,0.0,108.0,7.2,38.0,Run Boy Run,239103,0,0.4355
0,9.215388,0.0,98.0,5.8,105.0,War on Everyone,333663,3,0.4003
3000000,12.822085,14016568.0,94.0,6.4,171.0,Love & Friendship,296360,3,0.3711
3650000,3.050844,0.0,95.0,5.5,50.0,They're Watching,383535,1,0.416
0,6.504562,0.0,78.0,6.8,177.0,Justice League vs. Teen Titans,379291,0,0.4016
0,6.263676,0.0,25.0,5.7,92.0,Ice Age: The Great Egg-Scapade,387893,3,0.4527
0,3.517298,0.0,103.0,5.1,59.0,My Worst Nightmare,78476,1,0.47
0,21.505988,0.0,91.0,5.1,200.0,I Spit on Your Grave III: Vengeance is Mine,357096,1,0.4634
0,3.785788,0.0,116.0,7.5,73.0,Zero Days,380808,0,0.4682
10000000,6.737797,3400278.0,116.0,6.3,419.0,Everybody Wants Some!!,295699,3,0.3404
0,2.418216,0.0,89.0,5.2,39.0,Carjacked,72912,1,0.4612
4000000,10.672862,13624522.0,106.0,8.0,669.0,Sing Street,369557,0,0.5038
5000000,10.300307,2152738.0,118.0,7.0,311.0,Paterson,370755,0,0.3858
115000000,17.260203,164602163.0,114.0,6.0,1575.0,The Huntsman: Winter's War,290595,2,0.4271
35000000,9.914008,108758521.0,91.0,5.6,1490.0,Neighbors 2: Sorority Rising,325133,2,0.2943
0,1.77263,0.0,101.0,5.0,31.0,How to Plan an Orgy in a Small Town,356300,1,0.4865
0,1.710088,0.0,108.0,4.8,32.0,Island of Death,40043,1,0.5171
9000000,7.55939,0.0,93.0,4.8,159.0,The Trust,301608,1,0.4833
0,7.205636,0.0,81.0,6.9,834.0,Hush,376570,0,0.3802
2100000,5.858112,282382.0,102.0,6.5,70.0,Things to Come,374465,3,0.384
1000000,3.904904,0.0,80.0,4.8,39.0,The Dead Room,354924,1,0.5182
0,1.867297,0.0,0.0,5.7,37.0,O Candidato Honesto,254439,3,0.4887
0,4.63267,0.0,110.0,6.9,56.0,Confirmation,348390,0,0.4091
0,6.049596,0.0,98.0,6.2,116.0,The Good Neighbor,339994,3,0.3867
5070773,8.121072,0.0,100.0,7.8,283.0,Land of Mine,335578,0,0.4849
16000000,5.127876,29251596.0,142.0,6.2,73.0,Fan,377985,3,0.3476
0,8.445423,11472454.0,108.0,7.2,314.0,The Man Who Knew Infinity,353326,0,0.4163
0,11.463062,0.0,22.0,5.9,39.0,Madly Madagascar,161143,3,0.4475
0,4.929165,0.0,119.0,7.7,187.0,Italian Race,375572,0,0.4902
27000000,11.953822,93282604.0,98.0,6.5,1096.0,Money Monster,303858,3,0.2774
0,1.770523,0.0,89.0,4.9,31.0,Slugs,28452,1,0.5036
30000000,10.000208,57814445.0,87.0,5.5,289.0,Nine Lives,322240,1,0.3385
7500000,2.263493,0.0,95.0,3.7,40.0,Playback,84907,1,0.7458
0,8.067119,4417667.0,90.0,6.4,161.0,Don't Think Twice,356298,3,0.3843
20000000,8.468401,55030051.0,112.0,6.2,171.0,Barbershop: The Next Cut,326423,3,0.322
10000000,8.28378,18730891.0,111.0,6.7,527.0,The Choice,330483,3,0.341
0,8.569996,9930095.0,108.0,6.0,162.0,Our Kind of Traitor,205588,3,0.3853
200000000,14.477677,1028570889.0,97.0,6.8,4333.0,Finding Dory,127380,4,1.8003
29000000,7.533146,78636257.0,91.0,5.5,441.0,The Boss,323676,1,0.3292
0,6.984664,0.0,97.0,7.8,803.0,Perfect Strangers,381341,0,0.4812
20000000,12.119295,14397593.0,92.0,6.0,378.0,Bastille Day,333669,3,0.3242
50000000,10.223582,25035950.0,139.0,6.6,439.0,Free State of Jones,316152,2,0.2995
73000000,11.171927,349779543.0,97.0,5.9,1048.0,The Angry Birds Movie,153518,2,0.3144
0,10.975587,0.0,90.0,5.6,33.0,The Cutting Edge 3: Chasing the Dream,15088,3,0.4195
0,7.418452,0.0,92.0,7.3,94.0,Tickled,373072,0,0.4433
0,1.400155,0.0,90.0,5.0,34.0,Paradox,376292,1,0.4883
0,6.579812,7636.0,96.0,5.9,143.0,Love Is in the Air,168055,3,0.3938
0,4.366954,0.0,103.0,6.9,52.0,Single By Contract,60809,0,0.4097
18000000,6.2319,0.0,92.0,4.5,180.0,I Am Wrath,332411,1,0.517
10500000,11.548303,100659.0,99.0,5.1,95.0,Precious Cargo,384737,1,0.4368
30000000,5.791978,0.0,432.0,8.0,213.0,11.22.63,347938,0,1.1526
0,8.72912,0.0,90.0,6.0,198.0,Neuilly Yo Mama!,26691,3,0.3876
0,3.874533,0.0,120.0,6.7,68.0,At the End of the Tunnel,394374,3,0.3984
25000000,8.309565,48418160.0,118.0,5.8,391.0,Mother's Day,353069,3,0.3174
0,5.012065,0.0,90.0,5.1,34.0,Mothers and Daughters,109453,1,0.4733
0,11.139734,0.0,113.0,6.1,115.0,Manhattan Night,311667,3,0.3871
40000000,14.384554,37279439.0,134.0,7.0,1285.0,Snowden,302401,2,0.3001
0,5.453322,0.0,100.0,5.6,159.0,Special Correspondents,355008,3,0.4109
0,3.859277,0.0,91.0,4.9,59.0,Sacrifice,394661,1,0.5007
0,2.930694,30400.0,97.0,6.4,50.0,Being Charlie,358895,3,0.3917
0,2.758147,0.0,91.0,7.3,36.0,Team Foxcatcher,390520,0,0.4483
0,2.328465,0.0,96.0,5.3,57.0,Ogni maledetto Natale,306523,1,0.4469
0,2.803446,0.0,80.0,6.6,47.0,Santa Claus,305455,3,0.4008
20000000,9.115939,8821329.0,94.0,5.4,188.0,Ratchet & Clank,234004,1,0.375
0,7.19726,0.0,105.0,4.8,120.0,Holidays,323262,1,0.5103
16500000,7.35578,21256.0,93.0,5.7,81.0,Term Life,257440,3,0.3654
0,7.37661,4505.0,101.0,5.7,114.0,Synchronicity,347945,3,0.4058
27000000,4.572642,0.0,103.0,4.7,146.0,Lucky Luke,35026,1,0.465
1500000,1.64689,0.0,7.0,7.0,37.0,Destino,35114,0,0.4812
50000000,16.075615,62788218.0,116.0,7.0,2382.0,The Nice Guys,290250,2,0.3217
0,13.927597,0.0,100.0,4.6,63.0,Kindergarten Cop 2,383121,1,0.5492
30000000,9.104543,4212494.0,97.0,5.8,347.0,A Hologram for the King,270010,3,0.3211
4000000,3.502256,0.0,100.0,5.2,49.0,My Big Night,335053,1,0.4458
0,6.994235,0.0,106.0,5.2,99.0,Sorry if I Want to Marry You,41413,1,0.4537
4000000,3.088483,0.0,120.0,6.6,52.0,200 Pounds Beauty,18377,3,0.3835
0,3.088418,0.0,95.0,6.0,50.0,Two Missionaries,11681,3,0.3966
0,5.121894,262921.0,105.0,5.8,92.0,The Family Fang,291264,3,0.4011
10000000,5.42046,27305571.0,138.0,6.8,47.0,Flight Crew,380111,0,0.3748
0,2.383191,26000000.0,150.0,6.1,33.0,Ajab Prem Ki Ghazab Kahani,24827,3,0.3997
0,4.269081,0.0,92.0,5.6,131.0,Zapped,278774,3,0.4142
0,14.307672,233755553.0,92.0,5.7,438.0,Alvin and the Chipmunks: The Road Chip,258509,3,0.3752
17000000,13.689175,119100758.0,86.0,6.2,1619.0,The Shallows,332567,3,0.2952
0,9.742082,0.0,90.0,5.7,62.0,Leatherface,300665,3,0.4106
0,2.236319,0.0,90.0,6.1,37.0,A Royal Christmas,299582,3,0.396
11000000,5.973229,0.0,96.0,4.7,68.0,Freelancers,122800,1,0.5006
0,2.671274,0.0,95.0,4.5,33.0,The Offering,391626,1,0.5729
0,1.573912,0.0,95.0,8.1,36.0,Poverty and Nobility,58007,0,0.5717
22000000,7.366331,55000000.0,146.0,6.0,51.0,Kick,280690,3,0.3393
0,6.631736,0.0,90.0,5.5,37.0,Boy 7,297239,1,0.4282
0,1.891895,0.0,107.0,7.3,31.0,The Marathon,138686,0,0.4469
0,9.403638,0.0,87.0,5.5,62.0,Big Driver,297961,1,0.427
0,2.030962,0.0,0.0,5.5,33.0,Platinum the Dance Movie,296370,1,0.5045
8575000,16.727405,1983204.0,145.0,8.1,453.0,The Handmaiden,290098,0,0.5294
170000000,14.61608,299370084.0,113.0,6.5,1782.0,Alice Through the Looking Glass,241259,4,0.805
140000000,18.769476,183345589.0,120.0,6.0,1026.0,The BFG,267935,2,0.5682
0,5.509801,0.0,99.0,6.6,105.0,My Scientology Movie,359871,3,0.3917
19000000,17.56963,140705322.0,83.0,5.6,2310.0,Sausage Party,223702,2,0.3419
0,8.089782,0.0,99.0,5.2,203.0,Kill Command,384798,1,0.4481
0,7.565485,0.0,76.0,6.1,93.0,The Eyes of My Mother,371560,3,0.3958
5000000,16.519276,5879736.0,119.0,7.9,1569.0,Captain Fantastic,334533,0,0.4771
3537415,9.117054,1390172.0,162.0,7.3,270.0,Toni Erdmann,374475,0,0.4384
0,6.997583,939101.0,108.0,6.1,58.0,Neruda,351454,3,0.3908
0,3.765759,0.0,85.0,4.4,42.0,The Philadelphia Experiment,122293,1,0.595
0,8.141819,0.0,156.0,7.2,257.0,The Wailing,293670,0,0.436
3200000,5.510288,4267218.0,100.0,6.0,89.0,The Meddler,337154,3,0.3819
4881000,2.32186,81350000.0,123.0,6.3,42.0,Finding Mr. Right,188183,3,0.3643
90000000,39.540653,334901337.0,129.0,6.7,3362.0,Now You See Me 2,291805,2,0.4726
0,2.797175,0.0,89.0,4.0,46.0,The Curse of Sleeping Beauty,388440,1,0.6872
0,1.709289,0.0,81.0,6.9,34.0,King Jack,330916,0,0.4165
1490000,6.768165,0.0,96.0,7.0,246.0,Julieta,332872,0,0.4011
30000000,9.2467,43763247.0,96.0,6.4,826.0,Café Society,339397,3,0.2833
0,18.577504,260354.0,100.0,7.7,264.0,"I, Daniel Blake",374473,0,0.4854
0,2.169787,0.0,90.0,5.2,38.0,The Pack,344854,1,0.4611
3000000,9.196678,4210454.0,97.0,6.8,839.0,Swiss Army Man,347031,0,0.3593
0,2.326132,0.0,78.0,5.7,38.0,Already Tomorrow in Hong Kong,339148,3,0.4176
0,11.219246,0.0,109.0,5.6,468.0,The Do-Over,389053,3,0.3942
0,9.449103,3295624.0,97.0,6.2,416.0,Before I Wake,301804,3,0.37
2000000,2.840429,343617.0,127.0,6.7,54.0,Graduation,374458,3,0.3945
0,7.907173,0.0,97.0,5.3,54.0,Life on the Line,398289,1,0.4455
0,1.208654,0.0,132.0,7.7,31.0,Kapoor & Sons (Since 1921),374173,0,0.5036
0,4.943762,0.0,87.0,6.0,84.0,The Ones Below,356842,3,0.3958
0,2.512293,0.0,90.0,3.9,32.0,Zoombies,385320,1,0.714
135000000,13.047776,245623848.0,112.0,5.8,984.0,Teenage Mutant Ninja Turtles: Out of the Shadows,308531,2,0.5488
0,6.93335,0.0,89.0,5.6,34.0,The Good Witch,32790,3,0.4202
4000000,12.187189,10898293.0,92.0,4.5,162.0,The Darkness,257345,1,0.5494
0,6.138199,0.0,93.0,7.4,560.0,The Fundamentals of Caring,318121,0,0.4321
0,2.00768,0.0,102.0,6.1,31.0,No Filter,379220,3,0.3944
0,5.28542,9496130.0,86.0,6.6,348.0,Popstar: Never Stop Never Stopping,341012,3,0.3794
5100000,8.323292,0.0,111.0,5.6,89.0,Next Time I'll Aim for the Heart,298459,3,0.3985
0,6.094066,0.0,89.0,4.5,44.0,Urge,353433,1,0.5726
0,4.501137,0.0,550.0,8.8,176.0,Planet Earth,192040,0,1.9925
0,3.267728,0.0,500.0,8.5,65.0,Life,220903,0,1.651
0,7.631206,0.0,132.0,6.6,90.0,All the Way,347123,3,0.395
0,2.127336,0.0,60.0,8.4,56.0,Bo Burnham: Make Happy,400608,0,0.6492
3347850,2.906503,1248748.0,108.0,6.8,74.0,Boris - Il film,58522,0,0.3918
40000000,14.767317,320170008.0,134.0,7.0,2018.0,The Conjuring 2,259693,2,0.318
0,2.990039,0.0,96.0,7.7,51.0,Weiner,376261,0,0.4993
0,2.092272,0.0,92.0,4.6,35.0,The Demented,205891,1,0.5542
0,7.152451,0.0,101.0,6.8,72.0,Never Back Down: No Surrender,391757,0,0.4019
0,4.957424,0.0,90.0,5.1,89.0,Approaching the Unknown,328429,1,0.4699
0,6.979073,27312.0,107.0,7.3,175.0,Pelé: Birth of a Legend,245913,0,0.4368
12000000,4.826919,0.0,0.0,5.3,118.0,Bienvenue à bord,75198,1,0.4848
0,3.261584,0.0,100.0,3.9,49.0,Andron,395883,1,0.7108
4000000,2.22594,0.0,92.0,4.4,34.0,Julia X,84228,1,0.5818
2023920,4.72778,0.0,90.0,7.2,177.0,Comment c'est Loin,366564,0,0.4226
144000000,17.162744,229147509.0,116.0,5.3,2203.0,Ghostbusters,43074,2,0.6662
0,2.645672,0.0,90.0,4.1,31.0,The Condemned 2,353610,1,0.6629
0,10.752519,1133031.0,98.0,4.4,325.0,Cell,168098,1,0.5746
0,3.195629,0.0,114.0,5.2,42.0,Gridlocked,356334,1,0.4584
0,7.043286,0.0,76.0,6.1,52.0,The Corpse of Anna Fritz,323372,3,0.3984
0,4.062516,187145.0,90.0,4.9,47.0,Complete Unknown,373476,1,0.5016
0,2.793311,0.0,98.0,4.3,99.0,Bang Gang (A Modern Love Story),327040,1,0.6105
0,4.710562,0.0,90.0,4.9,79.0,Blackway,359790,1,0.4994
0,5.516986,0.0,116.0,7.3,187.0,Like Crazy,380225,0,0.4367
0,2.973264,5260000.0,110.0,6.8,52.0,Fasten Your Seatbelts,258322,0,0.4027
0,2.675291,0.0,88.0,6.6,34.0,Be Somebody,397517,3,0.3991
50000000,11.374041,216972543.0,107.0,6.2,1699.0,Central Intelligence,302699,2,0.2639
0,3.545259,0.0,463.0,8.5,73.0,O.J.: Made in America,377462,0,1.4711
5980000,4.195845,14900000.0,149.0,7.4,32.0,Udta Punjab,398535,0,0.447
0,2.642117,0.0,80.0,4.6,40.0,Almost Human,210910,1,0.5572
0,11.451354,5681622.0,104.0,6.5,174.0,Genius,267192,3,0.3824
0,4.340559,0.0,0.0,5.8,31.0,Rags,110490,3,0.4822
0,3.182636,0.0,96.0,5.0,56.0,Dead Rising: Endgame,400605,1,0.4851
120000000,19.133256,415484914.0,123.0,5.9,2386.0,Jason Bourne,324668,2,0.5253
0,15.370164,0.0,105.0,7.1,71.0,Adventures in Babysitting,360606,0,0.4227
0,2.120782,0.0,108.0,7.3,33.0,De Palma,355254,0,0.4467
0,2.425303,0.0,79.0,6.7,53.0,Minimalism: A Documentary About the Important Things,392553,3,0.4048
180000000,45.38298,356743061.0,109.0,5.5,2488.0,The Legend of Tarzan,258489,4,0.9872
10000000,13.1789,118587880.0,105.0,6.1,1356.0,The Purge: Election Year,316727,3,0.307
33000000,12.237571,77068246.0,98.0,5.9,901.0,Mike and Dave Need Wedding Dates,316023,3,0.282
105000000,20.151037,408579038.0,100.0,5.6,1170.0,Ice Age: Collision Course,278154,2,0.4425
4900000,11.494907,148868835.0,81.0,6.3,1174.0,Lights Out,345911,3,0.3224
65000000,12.189941,143695338.0,102.0,6.2,697.0,Pete's Dragon,294272,2,0.279
10000000,5.927867,4500.0,110.0,5.5,82.0,The Duel,333386,1,0.3945
0,4.322081,0.0,94.0,5.7,239.0,Les Tuche 2: Le rêve américain,369776,3,0.4005
0,5.079099,0.0,95.0,6.2,104.0,I'm for the Hippopotamus,9031,3,0.3882
0,4.971211,0.0,110.0,6.8,69.0,Indignation,340611,0,0.4022
0,2.523707,23020.0,102.0,5.3,50.0,Goat,337874,1,0.4465
0,1.732237,0.0,99.0,4.9,31.0,Black Mountain Side,267852,1,0.5017
5000000,4.105063,0.0,87.0,5.6,79.0,La Chance de ma vie,53010,3,0.4034
0,4.957457,0.0,111.0,6.8,203.0,Tallulah,353571,0,0.3943
0,2.363169,0.0,103.0,6.6,43.0,The Last Will Be the Last,367999,3,0.396
0,4.149051,0.0,100.0,7.8,181.0,Don't Be Bad,359156,0,0.5067
0,4.399489,0.0,87.0,5.5,87.0,The ReZort,343173,1,0.4264
15000000,6.389818,0.0,107.0,5.9,148.0,Marauders,359412,3,0.352
0,5.225689,0.0,81.0,5.6,33.0,Carnage Park,369032,3,0.4232
0,6.395748,37915971.0,91.0,5.3,86.0,Absolutely Fabulous: The Movie,372411,1,0.4378
0,11.243161,0.0,6.0,8.2,487.0,Piper,399106,0,0.6341
0,4.14228,13191.0,105.0,5.1,47.0,The Adderall Diaries,274504,1,0.4705
0,12.874084,921974.0,80.0,7.6,241.0,The Red Turtle,337703,0,0.4759
0,6.005878,252.0,84.0,4.0,102.0,Satanic,400411,1,0.6843
0,2.395349,0.0,91.0,7.9,49.0,"Life, Animated",376233,0,0.5338
6000000,6.915263,0.0,115.0,7.1,87.0,The Innocents,364051,0,0.4043
19000000,14.9837,85241496.0,96.0,7.1,2262.0,Nerve,328387,0,0.3475
60000000,18.275689,238470033.0,96.0,7.0,2106.0,Sully,363676,2,0.3118
0,7.917157,112481.0,122.0,5.7,68.0,Slack Bay,371865,3,0.4092
0,11.864584,0.0,96.0,7.3,411.0,It's Only the End of the World,338189,0,0.4253
0,1.991908,1672940.0,104.0,6.4,51.0,Till Luck Do Us Part,154441,3,0.3909
0,0.172883,0.0,34.0,7.2,32.0,The Grandmother,44510,0,0.4734
10400000,6.070606,102000000.0,170.0,7.0,71.0,Sultan,376812,0,0.3944
0,7.626166,0.0,98.0,6.0,199.0,Up for Love,366514,3,0.3862
0,9.013856,0.0,90.0,4.7,102.0,The Benefactor,328901,1,0.5305
5455000,50.949523,0.0,99.0,5.2,47.0,The Last King,360249,1,0.4646
0,2.647952,0.0,91.0,5.0,33.0,Fender Bender,397278,1,0.4877
25000000,11.504398,15436808.0,127.0,6.6,592.0,The Infiltrator,325789,3,0.307
40000000,16.453573,86234523.0,114.0,6.8,1392.0,War Dogs,308266,2,0.2768
0,6.729595,0.0,121.0,2.8,97.0,Back in the Day,368596,1,1.0674
6700000,4.987123,12118661.0,96.0,6.1,103.0,To Steal from a Thief,351809,3,0.3673
150000,9.109894,0.0,90.0,4.2,45.0,Abraham Lincoln vs. Zombies,98948,1,0.6362
0,3.641354,0.0,85.0,7.1,70.0,Looking: The Movie,371738,0,0.4277
0,2.34806,0.0,101.0,5.0,38.0,Rebirth,369033,1,0.4858
1200000,1.35894,0.0,95.0,6.4,33.0,Black,356626,3,0.3899
0,3.091686,0.0,81.0,5.9,64.0,The New Kid,358430,3,0.4034
0,4.398708,0.0,120.0,6.4,63.0,Walt Before Mickey,278247,3,0.3903
0,4.530712,0.0,120.0,5.9,73.0,The Love Witch,374052,3,0.3982
3500000,6.488277,3775000.0,72.0,6.2,485.0,Batman: The Killing Joke,382322,3,0.3645
20000000,9.362056,183936074.0,100.0,6.3,1287.0,Bad Moms,376659,3,0.2821
12000000,12.565896,37589296.0,102.0,7.2,1304.0,Hell or High Water,338766,0,0.3536
0,5.379834,0.0,80.0,5.7,80.0,Southside with You,310888,3,0.4133
0,2.624004,0.0,85.0,6.7,47.0,Little Men,373473,3,0.403
0,3.569379,0.0,90.0,4.5,64.0,Meet the Blacks,377587,1,0.5718
0,7.692445,269980.0,115.0,6.8,201.0,Kingsglaive: Final Fantasy XV,390734,0,0.394
8600000,6.409925,0.0,97.0,5.6,153.0,Back to Mom's,383869,3,0.3864
0,4.105867,0.0,87.0,6.1,85.0,Revenge of the Bridesmaids,62592,3,0.3932
9900000,25.869883,157100845.0,88.0,6.7,1830.0,Don't Breathe,300669,0,0.325
0,1.451931,0.0,90.0,5.5,39.0,The Pills - Sempre meglio che lavorare,378570,1,0.4296
5500000,52.854103,44235023.0,89.0,5.1,548.0,47 Meters Down,403119,1,0.4482
0,2.850998,0.0,76.0,6.2,36.0,Scare Campaign,370178,3,0.3988
0,4.060687,0.0,90.0,4.8,56.0,The Call Up,388347,1,0.5171
13500000,8.969705,3342697.0,90.0,5.8,85.0,Robinson Crusoe,368940,3,0.3652
0,3.245243,0.0,97.0,6.8,67.0,Belle and Sebastian: The Adventure Continues,334304,0,0.4037
600000,2.558803,0.0,85.0,3.3,33.0,Sx_Tape,228496,1,0.8931
0,4.272317,0.0,92.0,5.9,118.0,King Cobra,390584,3,0.3966
0,4.574494,0.0,85.0,4.3,88.0,Sharknado 4: The 4th Awakens,390989,1,0.6136
9000000,9.51953,18803648.0,104.0,7.3,952.0,The Edge of Seventeen,376660,0,0.3779
0,2.923193,0.0,86.0,5.8,49.0,When the Lights Went Out,50497,3,0.4078
0,3.679405,0.0,100.0,7.2,31.0,Detective Conan: The Last Wizard of the Century,28808,0,0.4363
9000000,8.475983,4600000.0,120.0,6.9,251.0,Anthropoid,351339,0,0.3707
13000000,7.146017,0.0,88.0,6.2,525.0,Blood Father,309886,3,0.3324
0,2.678986,0.0,93.0,5.4,38.0,Joshy,352695,1,0.438
9804690,8.226065,2341534.0,130.0,6.6,498.0,Elle,337674,3,0.3449
2000000,3.264792,0.0,120.0,5.3,37.0,Daylight's End,399894,1,0.4413
8820000,22.685169,2129768.0,118.0,7.7,984.0,Train to Busan,396535,0,0.436
9900000,14.282584,2400000.0,92.0,5.3,376.0,Friend Request,368031,1,0.3995
0,4.39495,0.0,83.0,4.4,43.0,Let's Be Evil,376579,1,0.5954
0,2.394264,0.0,89.0,5.6,39.0,Edge of Winter,402446,3,0.4212
0,6.944764,551760.0,86.0,5.5,101.0,Viral,336455,1,0.4252
0,2.650518,0.0,85.0,4.0,50.0,The Remains,407389,1,0.6881
0,2.171869,0.0,81.0,5.1,41.0,Summer Camp,306966,1,0.4764
0,3.154551,0.0,92.0,5.4,33.0,Shelley,381767,1,0.4384
40000000,14.288577,125729635.0,99.0,5.3,1236.0,Mechanic: Resurrection,278924,2,0.316
35000000,10.629806,0.0,94.0,4.8,41.0,Antibirth,332285,1,0.4458
0,8.602488,0.0,108.0,6.5,128.0,The 9th Life of Louis Drax,294795,3,0.3863
90000000,13.809622,162360636.0,132.0,5.9,2358.0,The Magnificent Seven,333484,2,0.3638
3000000,4.236209,0.0,100.0,5.5,36.0,Sniper: Ghost Shooter,407375,1,0.4177
32000000,10.912208,58500000.0,107.0,5.5,181.0,Skiptrace,270774,1,0.3388
4000000,14.171675,65046687.0,111.0,7.3,1831.0,Moonlight,376867,0,0.3884
5210000,6.859858,5900000.0,112.0,6.8,110.0,A Conspiracy of Faith,348668,0,0.3822
3000000,10.753568,0.0,115.0,5.9,59.0,The Childhood of a Leader,330982,3,0.3881
0,4.262876,0.0,102.0,7.2,306.0,Five,381356,0,0.4202
25000000,9.434588,29200000.0,94.0,5.6,600.0,Masterminds,213681,3,0.3262
0,17.208064,0.0,89.0,5.6,39.0,Amateur Night,376581,3,0.4197
0,3.005423,0.0,87.0,5.5,32.0,13 Cameras,347751,1,0.4303
60000000,12.321832,69929545.0,102.0,7.7,982.0,Kubo and the Two Strings,313297,0,0.38
0,4.553004,0.0,110.0,6.0,64.0,Down by Love,381255,3,0.394
35000000,10.754139,211952420.0,123.0,6.3,972.0,Bridget Jones's Baby,95610,2,0.2668
20000000,8.483245,25956113.0,133.0,6.9,403.0,The Light Between Oceans,283552,0,0.3377
